ddb id,taxon name,qualifier,authority,vernacular,canonical
2cd4p9h.cvr,Salvia pratensis,,L.,Meadow Clary,Salvia pratensis
2cd4p9h.kkq,Salvia reflexa,,Hornem.,Mintweed,Salvia reflexa
2cd4p9h.h88,Salvia sclarea,,L.,Clary,Salvia sclarea
2cd4p9h.w0h,Salvia verbenaca,,L.,Wild Clary,Salvia verbenaca
2cd4p9h.p4p,Salvia verticillata,,L.,Whorled Clary,Salvia verticillata
2cd4p9h.7ds,Salvia viridis,,L.,Annual Clary,Salvia viridis
2cd4p9h.anz,Sambucus canadensis,,L.,American Elder,Sambucus canadensis
2cd4p9h.97h,Sambucus ebulus,,L.,Dwarf Elder,Sambucus ebulus
2cd4p9h.fyz,Sambucus nigra,,L.,Elder,Sambucus nigra
2cd4p9h.1z5,Sambucus racemosa,,L.,Red-berried Elder,Sambucus racemosa
2cd4p9h.fp5,Samolus valerandi,,L.,Brookweed,Samolus valerandi
2cd4p9h.qhb,Sanguisorba canadensis,,L.,White Burnet,Sanguisorba canadensis
2cd4p9h.97n,Sanguisorba officinalis,,L.,Great Burnet,Sanguisorba officinalis
2cd4p9h.97t,Sanicula europaea,,L.,Sanicle,Sanicula europaea
2cd4p9h.b58,Santolina chamaecyparissus,,L.,Lavender-cotton,Santolina chamaecyparissus
2cd4p9h.387,Saponaria ocymoides,,L.,Rock Soapwort,Saponaria ocymoides
2cd4p9h.5xm,Saponaria officinalis,,L.,Soapwort,Saponaria officinalis
2cd4p9h.fyx,Sarcocornia perennis,,(Mill.) A.J.Scott,Perennial Glasswort,Sarcocornia perennis
2cd4p9h.cw2,Sarracenia purpurea,,L.,Pitcherplant,Sarracenia purpurea
2cd4p9h.wz2,Sasaella ramosa,,(Makino) Makino,Hairy Bamboo,Sasaella ramosa
2cd4p9h.wtr,Sasa palmata,,(Burb.) E.G.Camus,Broad-leaved Bamboo,Sasa palmata
2cd4p9h.a65,Sasa veitchii,,(Carrière) Rehder,Veitch's Bamboo,Sasa veitchii
2cd4p9h.w0q,Satureja montana,,L.,Winter Savory,Satureja montana
2cd4p9h.w11,Saussurea alpina,,(L.) DC.,Alpine Saw-wort,Saussurea alpina
2cd4p9h.p50,Saxifraga aizoides,,L.,Yellow Saxifrage,Saxifraga aizoides
2cd4p9h.cw5,Saxifraga cernua,,L.,Drooping Saxifrage,Saxifraga cernua
2cd4p9h.eq2,Saxifraga cespitosa,,L.,Tufted Saxifrage,Saxifraga cespitosa
2cd4p9h.kfg,Saxifraga cuneifolia,,L.,Lesser Londonpride,Saxifraga cuneifolia
2cd4p9h.p53,Saxifraga cymbalaria,,L.,Celandine Saxifrage,Saxifraga cymbalaria
2cd4p9h.p56,Saxifraga granulata,,L.,Meadow Saxifrage,Saxifraga granulata
2cd4p9h.w14,Saxifraga hirculus,,L.,Marsh Saxifrage,Saxifraga hirculus
2cd4p9h.fp8,Saxifraga hirsuta,,L.,Kidney Saxifrage,Saxifraga hirsuta
2cd4p9h.981,Saxifraga hirsuta x spathularis = S. x polita,,(Haw.) Link,False Londonpride,Saxifraga x polita
2cd4p9h.q0p,Saxifraga hirsuta x umbrosa = S. x geum,,L.,Scarce Londonpride,Saxifraga x geum
2cd4p9h.fpb,Saxifraga hypnoides,,L.,Mossy Saxifrage,Saxifraga hypnoides
2cd4p9h.mdw,Saxifraga hypnoides x rosacea,,,,Saxifraga hypnoides x rosacea
2cd4p9h.ay2,Saxifraga hypnoides x tridactylites,,,,Saxifraga hypnoides x tridactylites
2cd4p9h.w17,Saxifraga nivalis,,L.,Alpine Saxifrage,Saxifraga nivalis
2cd4p9h.1zb,Saxifraga oppositifolia,,L.,Purple Saxifrage,Saxifraga oppositifolia
2cd4p9h.6fy,Saxifraga paniculata,,Mill.,Livelong Saxifrage,Saxifraga paniculata
2cd4p9h.984,Saxifraga rivularis,,L.,Highland Saxifrage,Saxifraga rivularis
2cd4p9h.bee,Saxifraga rosacea subsp. hartii,,(D.A.Webb) D.A.Webb,creige Mórán,Saxifraga rosacea subsp. hartii
2cd4p9h.p59,Saxifraga rosacea subsp. rosacea,,Moench,,Saxifraga rosacea subsp. rosacea
2cd4p9h.e4x,Saxifraga rotundifolia,,L.,Round-leaved Saxifrage,Saxifraga rotundifolia
2cd4p9h.fpe,Saxifraga spathularis,,Brot.,St Patrick's-cabbage,Saxifraga spathularis
2cd4p9h.w1a,Saxifraga spathularis x umbrosa = S. x urbium,,D.A.Webb,Londonpride,Saxifraga x urbium
2cd4p9h.1ze,Saxifraga stellaris,,L.,Starry Saxifrage,Saxifraga stellaris
2cd4p9h.ay5,Saxifraga stolonifera,,Curtis,Strawberry Saxifrage,Saxifraga stolonifera
2cd4p9h.cwe,Saxifraga tridactylites,,L.,Rue-leaved Saxifrage,Saxifraga tridactylites
2cd4p9h.kpf,Saxifraga umbrosa,,L.,Pyrenean Saxifrage,Saxifraga umbrosa
2cd4p9h.6kg,Saxifraga x arendsii,,Engl.,Garden Mossy-saxifrage,Saxifraga x arendsii
2cd4p9h.kpv,Scabiosa atropurpurea,,L.,Sweet Scabious,Scabiosa atropurpurea
2cd4p9h.fpk,Scabiosa columbaria,,L.,Small Scabious,Scabiosa columbaria
2cd4p9h.cwh,Scandix pecten-veneris,,L.,Shepherd's-needle,Scandix pecten-veneris
2cd4p9h.6y2qa3,Schedonorus arundinaceus,,(Schreb.) Dumort.,Tall Fescue,Schedonorus arundinaceus
2cd4p9h.7mm5aa,Schedonorus arundinaceus x giganteus = S. x fleischeri,,(Rohlena) Holub,,Schedonorus x fleischeri
2cd4p9h.8ynf8e,Schedonorus arundinaceus x Lolium multiflorum = X Schedolium krasanii,,H.Scholz,,X Schedolium krasanii
2cd4p9h.7mm6e7,Schedonorus arundinaceus x Lolium perenne = X Schedolium holmbergii,,(Dörfl.) Holub,,X Schedolium holmbergii
2cd4p9h.6y2qks,Schedonorus giganteus,,(L.) Holub,Giant Fescue,Schedonorus giganteus
2cd4p9h.7mm6e5,Schedonorus giganteus x Lolium perenne = X Schedolium brinkmannii,,(A.Braun) Holub,,X Schedolium brinkmannii
2cd4p9h.6y2t9h,Schedonorus pratensis,,(Huds.) P.Beauv.,Meadow Fescue,Schedonorus pratensis
2cd4p9h.7mm5a8,Schedonorus pratensis x arundinaceus = S. x aschersonianus,,(Dörfl.) Holub,,Schedonorus x aschersonianus
2cd4p9h.7mm5ac,Schedonorus pratensis x giganteus = S. x schlickumii,,(Grantzow) Holub,,Schedonorus x schlickumii
2cd4p9h.83ne08,Schedonorus pratensis x Lolium multiflorum = X Schedolium braunii,,(K.Richt.) Stace,,X Schedolium braunii
2cd4p9h.7mm6e9,Schedonorus pratensis x Lolium perenne = X Schedolium loliaceum,,(Huds.) Holub,Hybrid Fescue,X Schedolium loliaceum
2cd4p9h.cwn,Scheuchzeria palustris,,L.,Rannoch-rush,Scheuchzeria palustris
2cd4p9h.80s,Schizostylis coccinea,,Backh. & Harv. ex Hook.,Kaffir Lily,Schizostylis coccinea
2cd4p9h.1zk,Schoenoplectus lacustris,,(L.) Palla,Common Club-rush,Schoenoplectus lacustris
2cd4p9h.m32,Schoenoplectus lacustris x triqueter = S. x carinatus,,(Sm.) Palla,,Schoenoplectus x carinatus
2cd4p9h.4ck,Schoenoplectus pungens,,(Vahl) Palla,Sharp Club-rush,Schoenoplectus pungens
2cd4p9h.m35,Schoenoplectus tabernaemontani,,(C.C.Gmel.) Palla,Grey Club-rush,Schoenoplectus tabernaemontani
2cd4p9h.4h9,Schoenoplectus tabernaemontani x triqueter = S. x kuekenthalianus,,(Junge) D.H.Kent,,Schoenoplectus x kuekenthalianus
2cd4p9h.p5c,Schoenoplectus triqueter,,(L.) Palla,Triangular Club-rush,Schoenoplectus triqueter
2cd4p9h.p5f,Schoenus ferrugineus,,L.,Brown Bog-rush,Schoenus ferrugineus
2cd4p9h.m3b,Schoenus nigricans,,L.,Black Bog-rush,Schoenus nigricans
2cd4p9h.m3e,Scilla autumnalis,,L.,Autumn Squill,Scilla autumnalis
2cd4p9h.7e0,Scilla bifolia,,L.,Alpine Squill,Scilla bifolia
2cd4p9h.2p6,Scilla bithynica,,Boiss.,Turkish Squill,Scilla bithynica
2cd4p9h.7mm5b7,Scilla forbesii,,(Baker) Speta,Glory-of-the-snow,Scilla forbesii
2cd4p9h.k04,Scilla liliohyacinthus,,L.,Pyrenean Squill,Scilla liliohyacinthus
2cd4p9h.83ng5w,Scilla luciliae,,(Boiss.) Speta,Boissier's Glory-of-the-snow,Scilla luciliae
2cd4p9h.qhe,Scilla messeniaca,,Boiss.,Greek Squill,Scilla messeniaca
2cd4p9h.e4y,Scilla peruviana,,L.,Portuguese Squill,Scilla peruviana
2cd4p9h.83ng75,Scilla sardensis,,(Whittall ex Barr) Speta,Lesser Glory-of-the-snow,Scilla sardensis
2cd4p9h.kfw,Scilla siberica,,Haw.,Siberian Squill,Scilla siberica
2cd4p9h.m3h,Scilla verna,,Huds.,Spring Squill,Scilla verna
2cd4p9h.8pv,Scirpoides holoschoenus,,(L.) Soják,Round-headed Club-rush,Scirpoides holoschoenus
2cd4p9h.201,Scirpus sylvaticus,,L.,Wood Club-rush,Scirpus sylvaticus
2cd4p9h.m3k,Scleranthus annuus,,L.,Annual Knawel,Scleranthus annuus
2cd4p9h.20a,Scleranthus annuus subsp. polycarpos,,(L.) Bonnier & Layens,,Scleranthus annuus subsp. polycarpos
2cd4p9h.r6f,Scleranthus perennis subsp. perennis,,L.,Dinodd Parhaol,Scleranthus perennis subsp. perennis
2cd4p9h.y5m,Scleranthus perennis subsp. prostratus,,P.D.Sell,Prostrate Perennial Knawel,Scleranthus perennis subsp. prostratus
2cd4p9h.hg0,Scorpiurus muricatus,,L.,Caterpillar-plant,Scorpiurus muricatus
2cd4p9h.7wp,Scorzonera hispanica,,L.,Scorzonera,Scorzonera hispanica
2cd4p9h.840,Scorzonera humilis,,L.,Viper's-grass,Scorzonera humilis
2cd4p9h.6y5c5k,Scorzoneroides autumnalis,,(L.) Moench,Autumn Hawkbit,Scorzoneroides autumnalis
2cd4p9h.w1g,Scrophularia auriculata,,L.,Water Figwort,Scrophularia auriculata
2cd4p9h.ck1,Scrophularia nodosa,,L.,Common Figwort,Scrophularia nodosa
2cd4p9h.2zp,Scrophularia peregrina,,L.,Nettle-leaved Figwort,Scrophularia peregrina
2cd4p9h.3hx42y,Scrophularia scopolii,,Hoppe ex Pers.,Italian Figwort,Scrophularia scopolii
2cd4p9h.fpq,Scrophularia scorodonia,,L.,Balm-leaved Figwort,Scrophularia scorodonia
2cd4p9h.5m3,Scrophularia umbrosa,,Dumort.,Green Figwort,Scrophularia umbrosa
2cd4p9h.ck4,Scrophularia vernalis,,L.,Yellow Figwort,Scrophularia vernalis
2cd4p9h.p5v,Scutellaria altissima,,L.,Somerset Skullcap,Scutellaria altissima
2cd4p9h.cka,Scutellaria galericulata,,L.,Skullcap,Scutellaria galericulata
2cd4p9h.pvt,Scutellaria galericulata x minor = S. x hybrida,,Strail,Hybrid Skullcap,Scutellaria x hybrida
2cd4p9h.fpt,Scutellaria minor,,Huds.,Lesser Skullcap,Scutellaria minor
2cd4p9h.q1f,Secale cereale,,L.,Rye,Secale cereale
2cd4p9h.mn9,Secale x Triticum = X Triticosecale,,Wittm. ex A.Camus,Triticale,X Triticosecale
2cd4p9h.xgh,Securigera varia,,(L.) Lassen,Crown Vetch,Securigera varia
2cd4p9h.fq1,Sedum acre,,L.,Biting Stonecrop,Sedum acre
2cd4p9h.p5x,Sedum album,,L.,White Stonecrop,Sedum album
2cd4p9h.ckd,Sedum anglicum,,Huds.,English Stonecrop,Sedum anglicum
2cd4p9h.nhk,Sedum confusum,,Hemsl.,Lesser Mexican-stonecrop,Sedum confusum
2cd4p9h.p5y,Sedum dasyphyllum,,L.,Thick-leaved Stonecrop,Sedum dasyphyllum
2cd4p9h.fq4,Sedum forsterianum,,Sm.,Rock Stonecrop,Sedum forsterianum
2cd4p9h.3xf,Sedum hispanicum,,L.,Spanish Stonecrop,Sedum hispanicum
2cd4p9h.e61,Sedum kamtschaticum,,Mast.,Kamchatka Stonecrop,Sedum kamtschaticum
2cd4p9h.bdy,Sedum lydium,,Boiss.,Least Stonecrop,Sedum lydium
2cd4p9h.7e3,Sedum nicaeense,,All.,Pale Stonecrop,Sedum nicaeense
2cd4p9h.qhh,Sedum praealtum,,A.DC.,Greater Mexican-stonecrop,Sedum praealtum
2cd4p9h.w1w,Sedum rosea,,(L.) Scop.,Roseroot,Sedum rosea
2cd4p9h.m3n,Sedum rupestre,,L.,Reflexed Stonecrop,Sedum rupestre
2cd4p9h.v1q,Sedum sexangulare,,L.,Tasteless Stonecrop,Sedum sexangulare
2cd4p9h.atx,Sedum spathulifolium,,Hook.,Colorado Stonecrop,Sedum spathulifolium
2cd4p9h.ay8,Sedum spectabile,,Boreau,Butterfly Stonecrop,Sedum spectabile
2cd4p9h.b2b,Sedum spectabile x telephium = S. x 'Herbstfreude',,,,Sedum x 'Herbstfreude'
2cd4p9h.ckg,Sedum spurium,,M.Bieb.,Caucasian-stonecrop,Sedum spurium
2cd4p9h.x0v,Sedum stellatum,,L.,Starry Stonecrop,Sedum stellatum
2cd4p9h.kfm,Sedum stoloniferum,,S.G.Gmel.,Lesser Caucasian-stonecrop,Sedum stoloniferum
2cd4p9h.p5r,Sedum telephium,,L.,Orpine,Sedum telephium
2cd4p9h.ckw,Sedum villosum,,L.,Hairy Stonecrop,Sedum villosum
2cd4p9h.4kf,Selaginella kraussiana,,(Kunze) A.Braun,Krauss's Clubmoss,Selaginella kraussiana
2cd4p9h.bs,Selaginella selaginoides,,(L.) P.Beauv.,Lesser Clubmoss,Selaginella selaginoides
2cd4p9h.98w,Selinum carvifolia,,(L.) L.,Cambridge Milk-parsley,Selinum carvifolia
2cd4p9h.mtx,Semiarundinaria fastuosa,,(Lat.-Marl. ex Mitford) Makino ex Nakai,Narihira Bamboo,Semiarundinaria fastuosa
2cd4p9h.daa,Sempervivum arachnoideum,,L.,Cobweb House-leek,Sempervivum arachnoideum
2cd4p9h.p5z,Sempervivum tectorum,,L.,House-leek,Sempervivum tectorum
2cd4p9h.p62,Senecio aquaticus,,Hill,Marsh Ragwort,Senecio aquaticus
2cd4p9h.ct4,Senecio aquaticus x jacobaea = S. x ostenfeldii,,Druce,,Senecio x ostenfeldii
2cd4p9h.g14,Senecio cambrensis,,Rosser,Welsh Groundsel,Senecio cambrensis
2cd4p9h.fqa,Senecio cineraria,,DC.,Silver Ragwort,Senecio cineraria
2cd4p9h.7e6,Senecio cineraria x erucifolius = S. x thuretii,,Briq. & Cavill.,,Senecio x thuretii
2cd4p9h.2g3,Senecio cineraria x jacobaea = S. x albescens,,Burb. & Colgan,,Senecio x albescens
2cd4p9h.fqd,Senecio doria,,L.,Golden Ragwort,Senecio doria
2cd4p9h.nhn,Senecio doronicum,,(L.) L.,Chamois Ragwort,Senecio doronicum
2cd4p9h.3hx4a3,Senecio eboracensis,,R.J.Abbott & A.J.Lowe,York Ragwort,Senecio eboracensis
2cd4p9h.fqg,Senecio erucifolius,,L.,Hoary Ragwort,Senecio erucifolius
2cd4p9h.gg1,Senecio glastifolius,,L.f.,Woad-leaved Ragwort,Senecio glastifolius
2cd4p9h.qhk,Senecio inaequidens,,DC.,Narrow-leaved Ragwort,Senecio inaequidens
2cd4p9h.98p,Senecio jacobaea,,L.,Common Ragwort,Senecio jacobaea
2cd4p9h.3hx4bk,Senecio minimus,,Poir.,Toothed Fireweed,Senecio minimus
2cd4p9h.kfp,Senecio ovatus,,"(P.Gaertn., B.Mey. & Scherb.) Willd.",Wood Ragwort,Senecio ovatus
2cd4p9h.hx1,Senecio paludosus,,L.,Fen Ragwort,Senecio paludosus
2cd4p9h.7mm5g2,Senecio sarracenicus,,L.,,Senecio sarracenicus
2cd4p9h.k0g,Senecio smithii,,DC.,Magellan Ragwort,Senecio smithii
2cd4p9h.p65,Senecio squalidus,,L.,Oxford Ragwort,Senecio squalidus
2cd4p9h.g53,Senecio squalidus x viscosus = S. x subnebrodensis,,Simonk.,,Senecio x subnebrodensis
2cd4p9h.ktk,Senecio squalidus x vulgaris = S. x baxteri,,Druce,,Senecio x baxteri
2cd4p9h.98s,Senecio sylvaticus,,L.,Heath Groundsel,Senecio sylvaticus
2cd4p9h.9kg,Senecio sylvaticus x viscosus = S. x viscidulus,,Scheele,,Senecio x viscidulus
2cd4p9h.61h,Senecio vernalis,,Waldst. & Kit.,Eastern Groundsel,Senecio vernalis
2cd4p9h.kfs,Senecio vernalis x vulgaris = S. x helwingii,,Beger ex Hegi,,Senecio x helwingii
2cd4p9h.990,Senecio viscosus,,L.,Sticky Groundsel,Senecio viscosus
2cd4p9h.ckm,Senecio vulgaris,,L.,Groundsel,Senecio vulgaris
2cd4p9h.cr9,Sequoiadendron giganteum,,(Lindl.) Buchholz,Wellingtonia,Sequoiadendron giganteum
2cd4p9h.5z7,Sequoia sempervirens,,(D.Don) Endl.,Coastal Redwood,Sequoia sempervirens
2cd4p9h.3hx4dr,Serapias lingua,,L.,Tongue-orchid,Serapias lingua
2cd4p9h.300,Serapias parviflora,,Parl.,Lesser Tongue-orchid,Serapias parviflora
2cd4p9h.20m,Serratula tinctoria,,L.,Saw-wort,Serratula tinctoria
2cd4p9h.y4e,Seseli libanotis,,(L.) W.D.J.Koch,Moon Carrot,Seseli libanotis
2cd4p9h.20s,Sesleria caerulea,,(L.) Ard.,Blue Moor-grass,Sesleria caerulea
2cd4p9h.pnv,Setaria adhaerens,,(Forssk.) Chiov.,Adherent Bristle-grass,Setaria adhaerens
2cd4p9h.pnx,Setaria faberi,,Herrm.,Nodding Bristle-grass,Setaria faberi
2cd4p9h.6yc,Setaria italica,,(L.) P.Beauv.,Foxtail Bristle-grass,Setaria italica
2cd4p9h.2xd,Setaria parviflora,,(Poir.) Kerguélen,Knotroot Bristle-grass,Setaria parviflora
2cd4p9h.fqw,Setaria pumila,,(Poir.) Roem. & Schult.,Yellow Bristle-grass,Setaria pumila
2cd4p9h.fqm,Setaria verticillata,,(L.) P.Beauv.,Rough Bristle-grass,Setaria verticillata
2cd4p9h.fqp,Setaria viridis,,(L.) P.Beauv.,Green Bristle-grass,Setaria viridis
2cd4p9h.5mf,Sherardia arvensis,,L.,Field Madder,Sherardia arvensis
2cd4p9h.p6b,Sibbaldia procumbens,,L.,Sibbaldia,Sibbaldia procumbens
2cd4p9h.fr0,Sibthorpia europaea,,L.,Cornish Moneywort,Sibthorpia europaea
2cd4p9h.dad,Sidalcea candida,,A.Gray,Prairie Mallow,Sidalcea candida
2cd4p9h.aye,Sidalcea malviflora,,(DC.) A.Gray ex Benth.,Greek Mallow,Sidalcea malviflora
2cd4p9h.dyt,Sigesbeckia serrata,,DC.,Western St Paul's-wort,Sigesbeckia serrata
2cd4p9h.m41,Silaum silaus,,(L.) Schinz & Thell.,Pepper-saxifrage,Silaum silaus
2cd4p9h.p6e,Silene acaulis,,(L.) Jacq.,Moss Campion,Silene acaulis
2cd4p9h.nmz,Silene alpestris,,Jacq.,Alpine Campion,Silene alpestris
2cd4p9h.4f2,Silene armeria,,L.,Sweet-William Catchfly,Silene armeria
2cd4p9h.83ng2d,Silene baccifera,,(L.) Roth,Berry Catchfly,Silene baccifera
2cd4p9h.nym,Silene catholica,,(L.) W.T.Aiton,Worcestershire Catchfly,Silene catholica
2cd4p9h.84gq51,Silene chalcedonica,,(L.) E.H.L. Krause,Maltese-Cross,Silene chalcedonica
2cd4p9h.q73,Silene coeli-rosa,,(L.) Godr.,Rose-of-heaven,Silene coeli-rosa
2cd4p9h.216,Silene conica,,L.,Sand Catchfly,Silene conica
2cd4p9h.7mm5v0,Silene coronaria,,(L.) Clairv.,,Silene coronaria
2cd4p9h.r15,Silene dichotoma,,Ehrh.,Forked Catchfly,Silene dichotoma
2cd4p9h.vn4,Silene dioica,,(L.) Clairv.,Red Campion,Silene dioica
2cd4p9h.ys5,Silene dioica x latifolia = S. x hampeana,,Meusel & K.Werner,Hybrid Campion,Silene x hampeana
2cd4p9h.6y63nq,Silene flos-cuculi,,(L.) Clairv.,,Silene flos-cuculi
2cd4p9h.213,Silene gallica,,L.,Small-flowered Catchfly,Silene gallica
2cd4p9h.hpv,Silene italica,,(L.) Pers.,Italian Catchfly,Silene italica
2cd4p9h.ys2,Silene latifolia,,Poir.,White Campion,Silene latifolia
2cd4p9h.7mm5va,Silene multifida,,(Adams) Rohrb.,,Silene multifida
2cd4p9h.ys8,Silene noctiflora,,L.,Night-flowering Catchfly,Silene noctiflora
2cd4p9h.fr9,Silene nutans,,L.,Nottingham Catchfly,Silene nutans
2cd4p9h.99c,Silene otites,,(L.) Wibel,Spanish Catchfly,Silene otites
2cd4p9h.grn,Silene pendula,,L.,Nodding Catchfly,Silene pendula
2cd4p9h.grq,Silene schafta,,C.C.Gmel. ex Hohen.,Caucasian Campion,Silene schafta
2cd4p9h.7mm5vv,Silene suecica,,(Lodd.) Greuter & Burdet,,Silene suecica
2cd4p9h.w1s,Silene uniflora,,Roth,Sea Campion,Silene uniflora
2cd4p9h.7mm5vk,Silene viscaria,,(L.) Borkh.,,Silene viscaria
2cd4p9h.dk9,Silene vulgaris,,(Moench) Garcke,Bladder Campion,Silene vulgaris
2cd4p9h.qhn,Silene vulgaris x uniflora,,,,Silene vulgaris x uniflora
2cd4p9h.p6n,Silybum marianum,,(L.) Gaertn.,Milk Thistle,Silybum marianum
2cd4p9h.84gq6c,Simethis mattiazzii,,(Vand.) Sacc.,Kerry Lilly,Simethis mattiazzii
2cd4p9h.kg3,Sinacalia tangutica,,(Maxim.) B.Nord.,Chinese Ragwort,Sinacalia tangutica
2cd4p9h.5n2,Sinapis alba,,L.,White Mustard,Sinapis alba
2cd4p9h.99f,Sinapis arvensis,,L.,Charlock,Sinapis arvensis
2cd4p9h.frv,Sison amomum,,L.,Stone Parsley,Sison amomum
2cd4p9h.99v,Sisymbrium altissimum,,L.,Tall Rocket,Sisymbrium altissimum
2cd4p9h.462,Sisymbrium erysimoides,,Desf.,French Rocket,Sisymbrium erysimoides
2cd4p9h.w20,Sisymbrium irio,,L.,London-rocket,Sisymbrium irio
2cd4p9h.m4a,Sisymbrium loeselii,,L.,False London-rocket,Sisymbrium loeselii
2cd4p9h.99x,Sisymbrium officinale,,(L.) Scop.,Hedge Mustard,Sisymbrium officinale
2cd4p9h.99y,Sisymbrium orientale,,L.,Eastern Rocket,Sisymbrium orientale
2cd4p9h.frx,Sisymbrium polyceratium,,L.,Horned Mustard,Sisymbrium polyceratium
2cd4p9h.hp6,Sisymbrium strictissimum,,L.,Perennial Rocket,Sisymbrium strictissimum
2cd4p9h.cts,Sisymbrium volgense,,M.Bieb. ex E.Fourn.,Russian Mustard,Sisymbrium volgense
2cd4p9h.m4d,Sisyrinchium bermudiana,,L.,Blue-eyed-grass,Sisyrinchium bermudiana
2cd4p9h.21x,Sisyrinchium californicum,,(Ker Gawl.) W.T.Aiton,Yellow-eyed-grass,Sisyrinchium californicum
2cd4p9h.qhq,Sisyrinchium laxum,,Otto ex Sims,Veined Yellow-eyed-grass,Sisyrinchium laxum
2cd4p9h.y1t,Sisyrinchium montanum,,Greene,American Blue-eyed-grass,Sisyrinchium montanum
2cd4p9h.kg6,Sisyrinchium striatum,,Sm.,Pale Yellow-eyed-grass,Sisyrinchium striatum
2cd4p9h.99z,Sium latifolium,,L.,Greater Water-parsnip,Sium latifolium
2cd4p9h.21r,Smyrnium olusatrum,,L.,Alexanders,Smyrnium olusatrum
2cd4p9h.dhz,Smyrnium perfoliatum,,L.,Perfoliate Alexanders,Smyrnium perfoliatum
2cd4p9h.pe6,Solanum chenopodioides,,Lam.,Tall Nightshade,Solanum chenopodioides
2cd4p9h.m4g,Solanum dulcamara,,L.,Bittersweet,Solanum dulcamara
2cd4p9h.e4z,Solanum laciniatum,,Aiton,Kangaroo-apple,Solanum laciniatum
2cd4p9h.6y64pp,Solanum lycopersicum,,L.,,Solanum lycopersicum
2cd4p9h.cx6,Solanum nigrum,,L.,Black Nightshade,Solanum nigrum
2cd4p9h.hrd,Solanum nigrum subsp. schultesii,,(Opiz) Wessely,,Solanum nigrum subsp. schultesii
2cd4p9h.61e,Solanum nigrum x physalifolium = S. x procurrens,,A.C.Leslie,Nightshade,Solanum x procurrens
2cd4p9h.g4d,Solanum physalifolium,,Rusby,Green Nightshade,Solanum physalifolium
2cd4p9h.e76,Solanum rostratum,,Dunal,Buffalo-bur,Solanum rostratum
2cd4p9h.nrs,Solanum sarrachoides,,Sendtn.,Leafy-fruited Nightshade,Solanum sarrachoides
2cd4p9h.2b2,Solanum scabrum,,Mill.,Garden Huckleberry,Solanum scabrum
2cd4p9h.a8z,Solanum sisymbriifolium,,Lam.,Red Buffalo-bur,Solanum sisymbriifolium
2cd4p9h.9a2,Solanum triflorum,,Nutt.,Small Nightshade,Solanum triflorum
2cd4p9h.a71,Solanum tuberosum,,L.,Potato,Solanum tuberosum
2cd4p9h.daw,Solanum vernei,,Bitter & Wittm.,Purple Potato,Solanum vernei
2cd4p9h.b9a,Solanum villosum,,Mill.,Red Nightshade,Solanum villosum
2cd4p9h.y0r,Solanum villosum subsp. miniatum,,(Bernh. ex Willd.) Edmonds,,Solanum villosum subsp. miniatum
2cd4p9h.yyc,Soleirolia soleirolii,,(Req.) Dandy,Mind-your-own-business,Soleirolia soleirolii
2cd4p9h.g0h,Solidago canadensis,,L.,Canadian Goldenrod,Solidago canadensis
2cd4p9h.ayh,Solidago canadensis x virgaurea = S. x niederederi,,Khek,Goldenrod,Solidago x niederederi
2cd4p9h.m9q,Solidago gigantea,,Aiton,Early Goldenrod,Solidago gigantea
2cd4p9h.htn,Solidago graminifolia,,(L.) Salisb.,Grass-leaved Goldenrod,Solidago graminifolia
2cd4p9h.htq,Solidago rugosa,,Mill.,Rough-stemmed Goldenrod,Solidago rugosa
2cd4p9h.3z0,Solidago sempervirens,,L.,Salt-marsh Goldenrod,Solidago sempervirens
2cd4p9h.w23,Solidago virgaurea,,L.,Goldenrod,Solidago virgaurea
2cd4p9h.m4w,Sonchus arvensis,,L.,Perennial Sow-thistle,Sonchus arvensis
2cd4p9h.5n5,Sonchus asper,,(L.) Hill,Prickly Sow-thistle,Sonchus asper
2cd4p9h.222,Sonchus oleraceus,,L.,Smooth Sow-thistle,Sonchus oleraceus
2cd4p9h.663,Sonchus oleraceus x asper,,,,Sonchus oleraceus x asper
2cd4p9h.fry,Sonchus palustris,,L.,Marsh Sow-thistle,Sonchus palustris
2cd4p9h.qht,Sorbaria kirilowii,,(Regel) Maxim.,Chinese Sorbaria,Sorbaria kirilowii
2cd4p9h.nht,Sorbaria sorbifolia,,(L.) A.Braun,Sorbaria,Sorbaria sorbifolia
2cd4p9h.3xx,Sorbaria tomentosa,,(Lindl.) Rehder,Himalayan Sorbaria,Sorbaria tomentosa
2cd4p9h.3hx54f,Sorbus admonitor,,M.Proctor,Watersmeet Whitebeam,Sorbus admonitor
2cd4p9h.p6q,Sorbus anglica,,Hedl.,English Whitebeam,Sorbus anglica
2cd4p9h.cxf,Sorbus aria,,(L.) Crantz,common whitebeam,Sorbus aria
2cd4p9h.5n8,Sorbus aria x aucuparia = S. x thuringiaca,,(Nyman) Schönach,,Sorbus x thuringiaca
2cd4p9h.3hx54q,Sorbus aria x bristoliensis = S. x houstoniae,,T.C.G.Rich,,Sorbus x houstoniae
2cd4p9h.3hx54t,Sorbus aria x eminens = S. x robertsonii,,T.C.G.Rich,,Sorbus x robertsonii
2cd4p9h.3hx551,Sorbus aria x porrigentiformis = S. x avonensis,,T.C.G.Rich,,Sorbus x avonensis
2cd4p9h.9ae,Sorbus aria x torminalis = S. x tomentella,,Gand.,false service-tree,Sorbus x tomentella
