ddb id,taxon name,qualifier,authority,vernacular,canonical
2cd4p9h.xbd,Arenaria serpyllifolia subsp. serpyllifolia,,L.,Thyme-leaved Sandwort,Arenaria serpyllifolia subsp. serpyllifolia
2cd4p9h.qs0,Argemone mexicana,,L.,Mexican Poppy,Argemone mexicana
2cd4p9h.kav,Arisarum proboscideum,,(L.) Savi,Mousetailplant,Arisarum proboscideum
2cd4p9h.ak3,Aristea ecklonii,,Baker,Blue Corn-lily,Aristea ecklonii
2cd4p9h.xbg,Aristolochia clematitis,,L.,Birthwort,Aristolochia clematitis
2cd4p9h.3hkcsx,Aristolochia hirta,,L.,Breckland Birthwort,Aristolochia hirta
2cd4p9h.kay,Aristolochia rotunda,,L.,Smearwort,Aristolochia rotunda
2cd4p9h.f1n,Armeria arenaria,,(Pers.) Schult.,Jersey Thrift,Armeria arenaria
2cd4p9h.8b8,Armeria maritima,,(Mill.) Willd.,Thrift,Armeria maritima
2cd4p9h.bet,Armeria maritima subsp. elongata,,(Hoffm.) Bonnier,Tall Thrift,Armeria maritima subsp. elongata
2cd4p9h.phy,Armeria maritima x arenaria,,,,Armeria maritima x arenaria
2cd4p9h.vv,Armoracia rusticana,,"P.Gaertn., B.Mey. & Scherb.",Horse-radish,Armoracia rusticana
2cd4p9h.v7q,Arnoseris minima,,(L.) Schweigg. & Körte,Lamb's Succory,Arnoseris minima
2cd4p9h.h2q,Aronia arbutifolia,,(L.) Pers.,Red Chokeberry,Aronia arbutifolia
2cd4p9h.h2t,Aronia melanocarpa,,(Michx.) Elliott,Black Chokeberry,Aronia melanocarpa
2cd4p9h.v7t,Arrhenatherum elatius,,(L.) P.Beauv. ex J.Presl & C.Presl,False Oat-grass,Arrhenatherum elatius
2cd4p9h.77g,Artemisia abrotanum,,L.,Southernwood,Artemisia abrotanum
2cd4p9h.w2,Artemisia absinthium,,L.,Wormwood,Artemisia absinthium
2cd4p9h.qke,Artemisia annua,,L.,Annual Mugwort,Artemisia annua
2cd4p9h.3ff,Artemisia biennis,,Willd.,Slender Mugwort,Artemisia biennis
2cd4p9h.w5,Artemisia campestris,,L.,Field Wormwood,Artemisia campestris
2cd4p9h.3hkd0s,Artemisia campestris subsp. maritima,,(DC.) Arcang.,,Artemisia campestris subsp. maritima
2cd4p9h.ar8,Artemisia dracunculus,,L.,Tarragon,Artemisia dracunculus
2cd4p9h.7mxztr,Artemisia maritima,,L.,,Artemisia maritima
2cd4p9h.pb9,Artemisia norvegica,,Fr.,Norwegian Mugwort,Artemisia norvegica
2cd4p9h.8bb,Artemisia stelleriana,,Besser,Hoary Mugwort,Artemisia stelleriana
2cd4p9h.w8,Artemisia verlotiorum,,Lamotte,Chinese Mugwort,Artemisia verlotiorum
2cd4p9h.77w,Artemisia verlotiorum x vulgaris = A. x wurzellii,,C.M.James & Stace,,Artemisia x wurzellii
2cd4p9h.v81,Artemisia vulgaris,,L.,Mugwort,Artemisia vulgaris
2cd4p9h.ycz,Arum italicum,,Mill.,Italian Lords-and-Ladies,Arum italicum
2cd4p9h.bxp,Arum italicum subsp. italicum,,Mill.,,Arum italicum subsp. italicum
2cd4p9h.wh,Arum italicum subsp. neglectum,,(F.Towns.) Prime,,Arum italicum subsp. neglectum
2cd4p9h.ycr,Arum maculatum,,L.,Lords-and-Ladies,Arum maculatum
2cd4p9h.kv4,Arum maculatum x italicum,,,Hybrid Cuckoo Pint,Arum maculatum x italicum
2cd4p9h.6y0,Aruncus dioicus,,(Walter) Fernald,Buck's-beard,Aruncus dioicus
2cd4p9h.kaz,Asarina procumbens,,Mill.,Trailing Snapdragon,Asarina procumbens
2cd4p9h.bm0,Asarum europaeum,,L.,Asarabacca,Asarum europaeum
2cd4p9h.v87,Asparagus officinalis subsp. officinalis,,L.,Garden Asparagus,Asparagus officinalis subsp. officinalis
2cd4p9h.30ztkp,Asparagus prostratus,,Dumort.,Wild Asparagus,Asparagus prostratus
2cd4p9h.xbw,Asperula arvensis,,L.,Blue Woodruff,Asperula arvensis
2cd4p9h.gsm,Asperula cynanchica,,L.,Squinancywort,Asperula cynanchica
2cd4p9h.krg,Asperula taurina,,L.,Pink Woodruff,Asperula taurina
2cd4p9h.3fx,Asphodelus albus,,Mill.,White Asphodel,Asphodelus albus
2cd4p9h.x66,Asplenium adiantum-nigrum,s.s.,L.,Black Spleenwort,Asplenium adiantum-nigrum
2cd4p9h.ya8,Asplenium adiantum-nigrum x obovatum = A. x sarniense,,Sleep,,Asplenium x sarniense
2cd4p9h.et8,Asplenium adiantum-nigrum x onopteris = A. x ticinense,,D.E.Mey.,,Asplenium x ticinense
2cd4p9h.v4q,Asplenium adiantum-nigrum x septentrionale = A. x contrei,,"Callé, Lovis & Reichst.",,Asplenium x contrei
2cd4p9h.6y0hyz,Asplenium ceterach,,L.,Rustyback,Asplenium ceterach
2cd4p9h.hy4,Asplenium fontanum,,(L.) Bernh.,Smooth Rock-spleenwort,Asplenium fontanum
2cd4p9h.y90,Asplenium marinum,,L.,Sea Spleenwort,Asplenium marinum
2cd4p9h.bhe,Asplenium obovatum,,Viv.,Lanceolate Spleenwort,Asplenium obovatum
2cd4p9h.r0v,Asplenium onopteris,,L.,Irish Spleenwort,Asplenium onopteris
2cd4p9h.x69,Asplenium ruta-muraria,,L.,Wall-rue,Asplenium ruta-muraria
2cd4p9h.4w4,Asplenium ruta-muraria x septentrionale = A. x murbeckii,,Dörfl.,,Asplenium x murbeckii
2cd4p9h.r0c,Asplenium ruta-muraria x trichomanes = A. x clermontiae,,Syme,,Asplenium x clermontiae
2cd4p9h.6y7dfc,Asplenium scolopendrium,,L.,Hart's-tongue,Asplenium scolopendrium
2cd4p9h.7mm03g,Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii,,(Alston) Lawalrée,Jackson’s Spleen-wort,Asplenium x jacksonii
2cd4p9h.7mm03v,Asplenium scolopendrium x obovatum = A. x microdon,,(T.Moore) Lovis & Vida,Moore’s Spleen-wort,Asplenium x microdon
2cd4p9h.7mm03c,Asplenium scolopendrium x trichomanes = A. x confluens,,(T.Moore ex E.J.Lowe) Lawalrée,Confluent Spleen-wort,Asplenium x confluens
2cd4p9h.bhh,Asplenium septentrionale,,(L.) Hoffm.,Forked Spleenwort,Asplenium septentrionale
2cd4p9h.7rh,Asplenium septentrionale x trichomanes = A. x alternifolium,,Wulfen,Alternate-leaved Spleenwort,Asplenium x alternifolium
2cd4p9h.aq,Asplenium trichomanes,,L.,Maidenhair Spleenwort,Asplenium trichomanes
2cd4p9h.b1,Asplenium trichomanes subsp. pachyrachis,,(H.Christ) Lovis & Reichst.,Lobed Maidenhair Spleenwort,Asplenium trichomanes subsp. pachyrachis
2cd4p9h.3hkd7x,Asplenium trichomanes subsp. pachyrachis x subsp. quadrivalens = Asplenium trichomanes nothosubsp. staufferi,,Lovis & Reichst.,,Asplenium trichomanes nothosubsp. staufferi
2cd4p9h.4w7,Asplenium trichomanes subsp. quadrivalens,,D.E.Mey.,mór Lus na seilge,Asplenium trichomanes subsp. quadrivalens
2cd4p9h.x7k,Asplenium trichomanes subsp. quadrivalens x subsp. trichomanes = Asplenium trichomanes nothosubsp. lusaticum,,(D.E.Mey.) Lawalrée,,Asplenium trichomanes nothosubsp. lusaticum
2cd4p9h.v3x,Asplenium trichomanes subsp. trichomanes,,L.,Maidenhair Spleenwort,Asplenium trichomanes subsp. trichomanes
2cd4p9h.b4,Asplenium viride,,Huds.,Green Spleenwort,Asplenium viride
2cd4p9h.azm9m2,Aster,alien N American taxa,,,Aster
2cd4p9h.hbt,Aster concinnus,,Willd.,Narrow-leaved Smooth-aster,Aster concinnus
2cd4p9h.7rn,Aster laevis,,L.,Glaucous Michaelmas-daisy,Aster laevis
2cd4p9h.4yk,Aster laevis x novi-belgii = A. x versicolor,,Willd.,Late Michaelmas-daisy,Aster x versicolor
2cd4p9h.v8d,Aster lanceolatus,,Willd.,Narrow-leaved Michaelmas-daisy,Aster lanceolatus
2cd4p9h.yd5,Aster lanceolatus x novi-belgii = A. x salignus,,Willd.,Common Michaelmas-daisy,Aster x salignus
2cd4p9h.c7e,Aster linosyris,,(L.) Bernh.,Goldilocks Aster,Aster linosyris
2cd4p9h.8bh,Aster novae-angliae,,L.,Hairy Michaelmas-daisy,Aster novae-angliae
2cd4p9h.dww,Aster novi-belgii,s.s.,L.,Confused Michaelmas-daisy,Aster novi-belgii
2cd4p9h.3hkd9r,Aster pilosus,,Willd.,Frost Aster,Aster pilosus
2cd4p9h.4ye,Aster puniceus,,L.,Red-stalk Aster,Aster puniceus
2cd4p9h.4yh,Aster tripolium,,L.,Sea Aster,Aster tripolium
2cd4p9h.h31,Astilbe chinensis x japonica = A. x arendsii,,Arends,Red False-buck's-beard,Astilbe x arendsii
2cd4p9h.qca,Astilbe japonica,,(C.Morren & Decne.) A.Gray,False-buck's-beard,Astilbe japonica
2cd4p9h.dtz,Astilbe rivularis,,Buch.-Ham. ex D.Don,,Astilbe rivularis
2cd4p9h.v8g,Astragalus alpinus,,L.,Alpine Milk-vetch,Astragalus alpinus
2cd4p9h.4yq,Astragalus danicus,,Retz.,Purple Milk-vetch,Astragalus danicus
2cd4p9h.v8w,Astragalus glycyphyllos,,L.,Wild Liquorice,Astragalus glycyphyllos
2cd4p9h.dz2,Astragalus odoratus,,Lam.,Lesser Milk-vetch,Astragalus odoratus
2cd4p9h.4p1,Astrantia major,,L.,Astrantia,Astrantia major
2cd4p9h.bhk,Athyrium distentifolium,,Tausch ex Opiz,Alpine Lady-fern,Athyrium distentifolium
2cd4p9h.876,Athyrium filix-femina,,(L.) Roth,Lady-fern,Athyrium filix-femina
2cd4p9h.bm3,Atriplex glabriuscula,,Edmondston,Babington's Orache,Atriplex glabriuscula
2cd4p9h.v06,Atriplex glabriuscula x longipes = A. x taschereaui,,Stace,Taschereau's Orache,Atriplex x taschereaui
2cd4p9h.cs8,Atriplex glabriuscula x praecox,,,,Atriplex glabriuscula x praecox
2cd4p9h.pdm,Atriplex glabriuscula x prostrata,,,,Atriplex glabriuscula x prostrata
2cd4p9h.v8m,Atriplex halimus,,L.,Shrubby Orache,Atriplex halimus
2cd4p9h.b40,Atriplex hortensis,,L.,Garden Orache,Atriplex hortensis
2cd4p9h.wt,Atriplex laciniata,,L.,Frosted Orache,Atriplex laciniata
2cd4p9h.8bt,Atriplex littoralis,,L.,Grass-leaved Orache,Atriplex littoralis
2cd4p9h.g47,Atriplex littoralis x patula,,,,Atriplex littoralis x patula
2cd4p9h.mam,Atriplex littoralis x prostrata = A. x hulmeana,,Tascher.,,Atriplex x hulmeana
2cd4p9h.m83,Atriplex longipes,,Drejer,Long-stalked Orache,Atriplex longipes
2cd4p9h.q7y,Atriplex longipes x prostrata = A. x gustafssoniana,,Tascher.,Kattegat Orache,Atriplex x gustafssoniana
2cd4p9h.4p7,Atriplex patula,,L.,Common Orache,Atriplex patula
2cd4p9h.vvz,Atriplex pedunculata,,L.,Pedunculate Sea-purslane,Atriplex pedunculata
2cd4p9h.8ya,Atriplex portulacoides,,L.,Sea-purslane,Atriplex portulacoides
2cd4p9h.pbc,Atriplex praecox,,Hülph.,Early Orache,Atriplex praecox
2cd4p9h.4p4,Atriplex prostrata,s.s.,Boucher ex DC.,Spear-leaved Orache,Atriplex prostrata
2cd4p9h.3hkdhb,Atriplex sagittata,,Borkh.,Purple Orache,Atriplex sagittata
2cd4p9h.8c4,Atropa belladonna,,L.,Deadly Nightshade,Atropa belladonna
2cd4p9h.mc2,Aubrieta deltoidea,,(L.) DC.,Aubretia,Aubrieta deltoidea
2cd4p9h.a8v,Aucuba japonica,,Thunb.,Spotted-laurel,Aucuba japonica
2cd4p9h.7mm083,Aurinia saxatilis,,(L.) Desv.,,Aurinia saxatilis
2cd4p9h.ak9,Avena barbata,,Pott ex Link,Slender Oat,Avena barbata
2cd4p9h.4pa,Avena fatua,,L.,Wild-oat,Avena fatua
2cd4p9h.mgg,Avena fatua x sativa = A. x hybrida,,Peterm.,,Avena x hybrida
2cd4p9h.mh0,Avena sativa,,L.,Oat,Avena sativa
2cd4p9h.qvm,Avena sterilis,,L.,Winter Wild-oat,Avena sterilis
2cd4p9h.v8p,Avena strigosa,,Schreb.,Bristle Oat,Avena strigosa
2cd4p9h.7mm08n,Avenula pratensis,,(L.) Dumort.,Meadow Oat-grass,Avenula pratensis
2cd4p9h.6y3sv8,Avenula pubescens,,(Huds.) Dumort.,Downy Oat-grass,Avenula pubescens
2cd4p9h.4wd,Azolla filiculoides,,Lam.,Water Fern,Azolla filiculoides
2cd4p9h.77p,Baccharis halimifolia,,L.,Tree Groundsel,Baccharis halimifolia
2cd4p9h.4pg,Baldellia ranunculoides,,(L.) Parl.,Lesser Water-plantain,Baldellia ranunculoides
2cd4p9h.kn8,Ballota acetabulosa,,(L.) Benth.,False Dittany,Ballota acetabulosa
2cd4p9h.f24,Ballota nigra,,L.,Black Horehound,Ballota nigra
2cd4p9h.xbm,Barbarea intermedia,,Boreau,Medium-flowered Winter-cress,Barbarea intermedia
2cd4p9h.v8s,Barbarea stricta,,Andrz.,Small-flowered Winter-cress,Barbarea stricta
2cd4p9h.8c7,Barbarea verna,,(Mill.) Asch.,American Winter-cress,Barbarea verna
2cd4p9h.k4,Barbarea vulgaris,,W.T.Aiton,Winter-cress,Barbarea vulgaris
2cd4p9h.4pm,Bartsia alpina,,L.,Alpine Bartsia,Bartsia alpina
2cd4p9h.kb5,Bassia scoparia,,(L.) Voss,Summer-cypress,Bassia scoparia
2cd4p9h.kbb,Beckmannia syzigachne,,(Steud.) Fernald,American Slough-grass,Beckmannia syzigachne
2cd4p9h.xbs,Bellis perennis,,L.,Daisy,Bellis perennis
2cd4p9h.qcd,Berberis aggregata,,C.K.Schneid.,Clustered Barberry,Berberis aggregata
2cd4p9h.7n6,Berberis aggregata x wilsoniae,,,,Berberis aggregata x wilsoniae
2cd4p9h.9fy,Berberis buxifolia,,Lam.,Box-leaved Barberry,Berberis buxifolia
2cd4p9h.ma1,Berberis darwinii,,Hook.,Darwin's Barberry,Berberis darwinii
2cd4p9h.77s,Berberis darwinii x empetrifolia = B. x stenophylla,,Lindl.,Hedge Barberry,Berberis x stenophylla
2cd4p9h.3fr,Berberis gagnepainii,,C.K.Schneid.,Gagnepain's Barberry,Berberis gagnepainii
2cd4p9h.crv,Berberis glaucocarpa,,Stapf,Great Barberry,Berberis glaucocarpa
2cd4p9h.ndc,Berberis julianae,,C.K.Schneid.,Chinese Barberry,Berberis julianae
2cd4p9h.kbe,Berberis thunbergii,,DC.,Thunberg's Barberry,Berberis thunbergii
2cd4p9h.8ca,Berberis vulgaris,,L.,Barberry,Berberis vulgaris
2cd4p9h.kbh,Berberis wilsoniae,,Hemsl.,Mrs Wilson's Barberry,Berberis wilsoniae
2cd4p9h.qx1,Bergenia cordifolia,,(Haw.) Sternb.,Heart-leaved Elephant-ears,Bergenia cordifolia
2cd4p9h.783,Bergenia crassifolia,,(L.) Fritsch,Elephant-ears,Bergenia crassifolia
2cd4p9h.exg,Bergenia crassifolia x ciliata = B. x schmidtii,,(Regel) Silva Tar.,,Bergenia x schmidtii
2cd4p9h.xc3,Berteroa incana,,(L.) DC.,Hoary Alison,Berteroa incana
2cd4p9h.bm9,Berula erecta,,(Huds.) Coville,Lesser Water-parsnip,Berula erecta
2cd4p9h.v90,Beta trigyna,,Waldst. & Kit.,Caucasian Beet,Beta trigyna
2cd4p9h.8cg,Beta vulgaris subsp. cicla,,(L.) Arcang.,Foliage Beet,Beta vulgaris subsp. cicla
2cd4p9h.f27,Beta vulgaris subsp. maritima,,(L.) Arcang.,Sea Beet,Beta vulgaris subsp. maritima
2cd4p9h.bmc,Beta vulgaris subsp. vulgaris,,L.,Root Beet,Beta vulgaris subsp. vulgaris
2cd4p9h.6yb1xg,Betonica officinalis,,L.,Betony,Betonica officinalis
2cd4p9h.4q0,Betula nana,,L.,Dwarf Birch,Betula nana
2cd4p9h.d1g,Betula nana x pubescens = B. x intermedia,,Thomas ex Gaudin,,Betula x intermedia
2cd4p9h.nkk,Betula papyrifera,,Marshall,Paper Birch,Betula papyrifera
2cd4p9h.v93,Betula pendula,,Roth,Silver Birch,Betula pendula
2cd4p9h.28k,Betula pendula x pubescens = B. x aurata,,Borkh.,Hybrid Birch,Betula x aurata
2cd4p9h.bmf,Betula pubescens,,Ehrh.,Downy Birch,Betula pubescens
2cd4p9h.305fgk,Betula pubescens subsp. celtiberica,,(Rothm. & Vasc.) Rivas Mart.,Iberian White Birch,Betula pubescens subsp. celtiberica
2cd4p9h.ydb,Betula pubescens subsp. tortuosa,,(Ledeb.) Nyman,,Betula pubescens subsp. tortuosa
2cd4p9h.7r5,Betula utilis,,D.Don,Himalayan Birch,Betula utilis
2cd4p9h.8cw,Bidens cernua,,L.,Nodding Bur-marigold,Bidens cernua
2cd4p9h.786,Bidens connata,,Muhl. ex Willd.,London Bur-marigold,Bidens connata
2cd4p9h.drk,Bidens ferulifolia,,(Jacq.) DC.,Fern-leaved Beggarticks,Bidens ferulifolia
2cd4p9h.9v0,Bidens frondosa,,L.,Beggarticks,Bidens frondosa
2cd4p9h.qx7,Bidens pilosa,,L.,Black-jack,Bidens pilosa
2cd4p9h.kw,Bidens tripartita,,L.,Trifid Bur-marigold,Bidens tripartita
2cd4p9h.xcc,Blackstonia perfoliata,,(L.) Huds.,Yellow-wort,Blackstonia perfoliata
2cd4p9h.88b,Blechnum cordatum,,(Desv.) Hieron.,Greater Hard-fern,Blechnum cordatum
2cd4p9h.et5,Blechnum penna-marina,,(Poir.) Kuhn,Little Hard-fern,Blechnum penna-marina
2cd4p9h.x6c,Blechnum spicant,,(L.) Roth,Hard-fern,Blechnum spicant
2cd4p9h.4qv,Blysmus compressus,,(L.) Panz. ex Link,Flat-sedge,Blysmus compressus
2cd4p9h.yde,Blysmus rufus,,(Huds.) Link,Saltmarsh Flat-sedge,Blysmus rufus
2cd4p9h.8y6kc0,Bolboschoenus laticarpus,,"Marhold, Hroudová, Ducháček & Zákr.",,Bolboschoenus laticarpus
2cd4p9h.cwt,Bolboschoenus maritimus,,(L.) Palla,Sea Club-rush,Bolboschoenus maritimus
2cd4p9h.8cp,Borago officinalis,,L.,Borage,Borago officinalis
2cd4p9h.ndf,Borago pygmaea,,(DC.) Chater & Greuter,Slender Borage,Borago pygmaea
2cd4p9h.87c,Botrychium lunaria,,(L.) Sw.,Moonwort,Botrychium lunaria
2cd4p9h.gnvdbz,Botrychium nordicum,,Stensvold & Farrar,Nordic Moonwort,Botrychium nordicum
2cd4p9h.6cy,Brachiaria platyphylla,,(Griseb.) Nash,Broad-leaved Signal-grass,Brachiaria platyphylla
2cd4p9h.qcg,Brachyglottis monroi,,(Hook.f.) B.Nord.,Monro's Ragwort,Brachyglottis monroi
2cd4p9h.qcw,Brachyglottis repanda,,J.R.Forst. & G.Forst.,Hedge Ragwort,Brachyglottis repanda
2cd4p9h.84gq6k,Brachyglottis x jubar,,P.D.Sell,Shrub Ragwort,Brachyglottis x jubar
2cd4p9h.wh3,Brachypodium distachyon,,(L.) P.Beauv.,Stiff Brome,Brachypodium distachyon
2cd4p9h.xcf,Brachypodium pinnatum,s.l.,(L.) P.Beauv.,Heath False-brome (broad sense),Brachypodium pinnatum
2cd4p9h.r78,Brachypodium pinnatum,s.s.,(L.) P.Beauv.,Heath False-brome,Brachypodium pinnatum
2cd4p9h.ndv,Brachypodium pinnatum x sylvaticum = B. x cugnacii,,A.Camus,,Brachypodium x cugnacii
2cd4p9h.qqt,Brachypodium rupestre,,(Host) Roem. & Schult.,Tor-grass,Brachypodium rupestre
2cd4p9h.4qy,Brachypodium sylvaticum,,(Huds.) P.Beauv.,False Brome,Brachypodium sylvaticum
2cd4p9h.61k,Brassica carinata,,A.Braun,Ethiopian Rape,Brassica carinata
2cd4p9h.pe9,Brassica elongata,,Ehrh.,Long-stalked Rape,Brassica elongata
2cd4p9h.9h4,Brassica juncea,,(L.) Czern.,Chinese Mustard,Brassica juncea
2cd4p9h.xcv,Brassica napus,,L.,Rape,Brassica napus
2cd4p9h.hw6,Brassica napus x oleracea,,,,Brassica napus x oleracea
2cd4p9h.75v,Brassica napus x rapa = B. x harmsiana,,O.E.Schulz,,Brassica x harmsiana
2cd4p9h.v96,Brassica nigra,,(L.) W.D.J.Koch,Black Mustard,Brassica nigra
2cd4p9h.4qz,Brassica oleracea,,L.,Wild Cabbages,Brassica oleracea
2cd4p9h.ydn,Brassica rapa,,L.,Turnip,Brassica rapa
2cd4p9h.g4m,Brassica tournefortii,,Gouan,Pale Cabbage,Brassica tournefortii
2cd4p9h.4r2,Briza maxima,,L.,Greater Quaking-grass,Briza maxima
2cd4p9h.8dc,Briza media,,L.,Quaking-grass,Briza media
2cd4p9h.kp,Briza minor,,L.,Lesser Quaking-grass,Briza minor
2cd4p9h.x0,Bromopsis benekenii,,(Lange) Holub,Lesser Hairy-brome,Bromopsis benekenii
2cd4p9h.f2w,Bromopsis erecta,,(Huds.) Fourr.,Upright Brome,Bromopsis erecta
2cd4p9h.8dv,Bromopsis inermis,,(Leyss.) Holub,Hungarian Brome,Bromopsis inermis
2cd4p9h.ydq,Bromopsis ramosa,,(Huds.) Holub,Hairy-brome,Bromopsis ramosa
2cd4p9h.bmr,Bromus arvensis,,L.,Field Brome,Bromus arvensis
2cd4p9h.xf,Bromus hordeaceus,,L.,Soft-brome,Bromus hordeaceus
2cd4p9h.2xw,Bromus hordeaceus subsp. divaricatus,,(Bonnier & de Layens) Kerguélen,,Bromus hordeaceus subsp. divaricatus
2cd4p9h.bmz,Bromus hordeaceus subsp. ferronii,,(Mabille) P.M.Sm.,Least Soft-brome,Bromus hordeaceus subsp. ferronii
2cd4p9h.x51,Bromus hordeaceus subsp. longipedicellatus,,Spalton,,Bromus hordeaceus subsp. longipedicellatus
2cd4p9h.4r5,Bromus hordeaceus subsp. thominei,,(Hardouin) Braun-Blanq.,Sand Soft-brome,Bromus hordeaceus subsp. thominei
2cd4p9h.cqd,Bromus hordeaceus x lepidus = B. x pseudothominei,,P.M.Sm.,Lesser Soft-brome,Bromus x pseudothominei
2cd4p9h.8dx,Bromus interruptus,,(Hack.) Druce,Interrupted Brome,Bromus interruptus
2cd4p9h.bn8,Bromus japonicus,,Thunb.,Thunberg's Brome,Bromus japonicus
2cd4p9h.wg7,Bromus lanceolatus,,Roth,Large-headed Brome,Bromus lanceolatus
2cd4p9h.xcx,Bromus lepidus,,Holmb.,Slender Soft-brome,Bromus lepidus
2cd4p9h.v30,Bromus pseudosecalinus,,P.M.Sm.,Smith's Brome,Bromus pseudosecalinus
2cd4p9h.cp75wc,Bromus racemosus,s.l.,,,Bromus racemosus
2cd4p9h.xcy,Bromus secalinus,,L.,Rye Brome,Bromus secalinus
2cd4p9h.dz8,Brunnera macrophylla,,(Adams) I.M.Johnst.,Great Forget-me-not,Brunnera macrophylla
2cd4p9h.xcz,Bryonia dioica,,Jacq.,White Bryony,Bryonia dioica
2cd4p9h.789,Buddleja alternifolia,,Maxim.,Alternate-leaved Butterfly-bush,Buddleja alternifolia
2cd4p9h.xy,Buddleja davidii,,Franch.,Butterfly-bush,Buddleja davidii
2cd4p9h.hav,Buddleja davidii x globosa = B. x weyeriana,,Weyer,Weyer's Butterfly-bush,Buddleja x weyeriana
2cd4p9h.dhx,Buddleja globosa,,Hope,Orange-ball-tree,Buddleja globosa
2cd4p9h.m2,Bunias orientalis,,L.,Warty-cabbage,Bunias orientalis
2cd4p9h.bnh,Bunium bulbocastanum,,L.,Great Pignut,Bunium bulbocastanum
2cd4p9h.f2p,Bupleurum baldense,,Turra,Small Hare's-ear,Bupleurum baldense
2cd4p9h.m8,Bupleurum falcatum,,L.,Sickle-leaved Hare's-ear,Bupleurum falcatum
2cd4p9h.bnk,Bupleurum fruticosum,,L.,Shrubby Hare's-ear,Bupleurum fruticosum
2cd4p9h.mb,Bupleurum rotundifolium,,L.,Thorow-wax,Bupleurum rotundifolium
2cd4p9h.32d,Bupleurum subovatum,,Link ex Spreng.,False Thorow-wax,Bupleurum subovatum
2cd4p9h.bnn,Bupleurum tenuissimum,,L.,Slender Hare's-ear,Bupleurum tenuissimum
2cd4p9h.4rb,Butomus umbellatus,,L.,Flowering-rush,Butomus umbellatus
2cd4p9h.ydt,Buxus sempervirens,,L.,Box,Buxus sempervirens
2cd4p9h.af5,Cabomba caroliniana,,A.Gray,Carolina Water-shield,Cabomba caroliniana
2cd4p9h.bnt,Cakile maritima,,Scop.,Sea Rocket,Cakile maritima
2cd4p9h.f2s,Calamagrostis canescens,,(F.H.Wigg.) Roth,Purple Small-reed,Calamagrostis canescens
2cd4p9h.d32,Calamagrostis canescens x stricta = C. x gracilescens,,(Blytt) Blytt,Small-Reed,Calamagrostis x gracilescens
2cd4p9h.f30,Calamagrostis epigejos,,(L.) Roth,Wood Small-reed,Calamagrostis epigejos
2cd4p9h.62w,Calamagrostis purpurea,,(Trin.) Trin.,Scandinavian Small-reed,Calamagrostis purpurea
2cd4p9h.8e2,Calamagrostis scotica,,(Druce) Druce,Scottish Small-reed,Calamagrostis scotica
2cd4p9h.v9f,Calamagrostis stricta,,(Timm) Koeler,Narrow Small-reed,Calamagrostis stricta
2cd4p9h.qcm,Calceolaria chelidonioides,,Kunth,Slipperwort,Calceolaria chelidonioides
2cd4p9h.by4,Calendula arvensis,,L.,Field Marigold,Calendula arvensis
2cd4p9h.ye1,Calendula officinalis,,L.,Pot Marigold,Calendula officinalis
2cd4p9h.bya,Calla palustris,,L.,Bog Arum,Calla palustris
2cd4p9h.qxd,Callistephus chinensis,,(L.) Nees,China Aster,Callistephus chinensis
2cd4p9h.mn,Callitriche brutia,,Petagna,Pedunculate Water-starwort,Callitriche brutia
2cd4p9h.byd,Callitriche hermaphroditica,,L.,Autumnal Water-starwort,Callitriche hermaphroditica
2cd4p9h.byg,Callitriche obtusangula,,Le Gall,Blunt-fruited Water-starwort,Callitriche obtusangula
2cd4p9h.w74,Callitriche palustris,,L.,Narrow-fruited Water-starwort,Callitriche palustris
2cd4p9h.v9v,Callitriche platycarpa,,Kütz.,Various-leaved Water-starwort,Callitriche platycarpa
2cd4p9h.mq,Callitriche stagnalis,s.l.,,,Callitriche stagnalis
2cd4p9h.8e8,Callitriche truncata,,Guss.,Short-leaved Water-starwort,Callitriche truncata
2cd4p9h.yea,Calluna vulgaris,,(L.) Hull,Heather,Calluna vulgaris
2cd4p9h.db0,Calocedrus decurrens,,(Torrey) Florin,Californian Incense-cedar,Calocedrus decurrens
2cd4p9h.f36,Caltha palustris,,L.,Marsh-marigold,Caltha palustris
2cd4p9h.g0n,Calystegia pulchra,,Brummitt & Heywood,Hairy Bindweed,Calystegia pulchra
2cd4p9h.nbh,Calystegia pulchra x sepium = C. x scanica,,Brummitt,,Calystegia x scanica
2cd4p9h.327,Calystegia pulchra x silvatica = C. x howittiorum,,Brummitt,,Calystegia x howittiorum
2cd4p9h.yeg,Calystegia sepium,,(L.) R.Br.,Hedge Bindweed,Calystegia sepium
2cd4p9h.v9x,Calystegia sepium subsp. roseata,,Brummitt,,Calystegia sepium subsp. roseata
2cd4p9h.q1x,Calystegia sepium x silvatica = C. x lucana,,(Ten.) G.Don,,Calystegia x lucana
2cd4p9h.bym,Calystegia silvatica,,(Kit.) Griseb.,Large Bindweed,Calystegia silvatica
2cd4p9h.byw,Calystegia soldanella,,(L.) R.Br.,Sea Bindweed,Calystegia soldanella
2cd4p9h.waw,Camelina microcarpa,,Andrz. ex DC.,Lesser Gold-of-pleasure,Camelina microcarpa
2cd4p9h.a6t,Camelina sativa,,(L.) Crantz,Gold-of-pleasure,Camelina sativa
2cd4p9h.kbq,Campanula alliariifolia,,Willd.,Cornish Bellflower,Campanula alliariifolia
