GridRef,Lat,Lon
J56,54.509694,-5.607601
J57,54.599447,-5.602338
J58,54.689199,-5.597047
J64,54.327052,-5.464478
J65,54.416798,-5.458938
J66,54.506542,-5.453368
J67,54.596285,-5.447767
NF19,57.778538,-8.480905
NA10,57.867783,-8.497009
NL57,56.738536,-7.644812
NL58,56.827934,-7.658296
NL68,56.835242,-7.495201
NL69,56.924662,-7.508378
NF60,57.014079,-7.521631
NF66,57.550508,-7.602793
NF67,57.639901,-7.616600
NL79,56.931782,-7.344821
NF70,57.021222,-7.357685
NF71,57.110660,-7.370624
NF72,57.200094,-7.383639
NF73,57.289526,-7.396730
NF74,57.378954,-7.409898
NF75,57.468378,-7.423143
NF76,57.557800,-7.436467
NF77,57.647218,-7.449869
NA74,58.273053,-7.545945
SV80,49.862221,-6.384741
SV81,49.951896,-6.392894
NF80,57.028152,-7.193664
NF81,57.117613,-7.206212
NF82,57.207071,-7.218833
NF83,57.296526,-7.231528
NF84,57.385978,-7.244297
NF85,57.475427,-7.257142
NF86,57.564873,-7.270062
NF87,57.654315,-7.283059
NF88,57.743755,-7.296133
SV90,49.867395,-6.245996
SV91,49.957087,-6.253893
NL93,56.408397,-6.946428
NL94,56.497901,-6.958101
NF95,57.482258,-7.091064
NF96,57.571727,-7.103581
NF97,57.661193,-7.116171
NF98,57.750656,-7.128837
NF99,57.840116,-7.141577
NA90,57.929573,-7.154394
NA91,58.019027,-7.167287
NA92,58.108478,-7.180257
NM04,56.504271,-6.796247
NM05,56.593794,-6.807608
NG08,57.757337,-6.961465
NG09,57.846820,-6.973794
NB00,57.936301,-6.986197
NB01,58.025778,-6.998674
NB02,58.115252,-7.011225
NB03,58.204723,-7.023852
NR15,55.704414,-6.538276
NR16,55.793982,-6.548708
NM15,56.599974,-6.645309
NM16,56.689515,-6.656353
NG13,57.316229,-6.735482
NG14,57.405748,-6.747052
NG15,57.495265,-6.758691
NG18,57.763798,-6.794021
NG19,57.853303,-6.805938
NB10,57.942806,-6.817926
NB11,58.032305,-6.829986
NB12,58.121802,-6.842118
NB13,58.211296,-6.854323
NB14,58.300787,-6.866601
NR24,55.620596,-6.369611
NR25,55.710186,-6.379624
NR26,55.799773,-6.389694
NR27,55.889357,-6.399821
NM21,56.247671,-6.440909
NM22,56.337243,-6.451328
NM24,56.516379,-6.472346
NM25,56.605943,-6.482947
NM26,56.695504,-6.493608
NM29,56.964173,-6.525965
NG20,57.053725,-6.536876
NG23,57.322362,-6.569995
NG24,57.411902,-6.581164
NG25,57.501440,-6.592400
NG26,57.590975,-6.603702
NG29,57.859564,-6.638011
NB20,57.949088,-6.649584
NB21,58.038610,-6.661226
NB22,58.128128,-6.672938
NB23,58.217644,-6.684720
NB24,58.307158,-6.696573
NB25,58.396668,-6.708498
SW32,50.065936,-5.704407
SW33,50.155684,-5.711347
NR34,55.626144,-6.211263
NR35,55.715753,-6.220916
NR36,55.805358,-6.230624
NR37,55.894962,-6.240386
NR38,55.984563,-6.250205
NR39,56.074161,-6.260079
NM31,56.253351,-6.279996
NM32,56.342942,-6.290041
NM33,56.432530,-6.300143
NM34,56.522117,-6.310304
NM35,56.611700,-6.320523
NM37,56.790860,-6.341139
NM38,56.880436,-6.351536
NM39,56.970009,-6.361995
NG30,57.059580,-6.372514
NG31,57.149149,-6.383095
NG32,57.238715,-6.393737
NG33,57.328278,-6.404443
NG34,57.417839,-6.415211
NG35,57.507397,-6.426043
NG36,57.596952,-6.436938
NG37,57.686505,-6.447899
NB30,57.955148,-6.481173
NB31,58.044691,-6.492396
NB32,58.134231,-6.503688
NB33,58.223768,-6.515047
NB34,58.313302,-6.526474
NB35,58.402834,-6.537971
SW42,50.070308,-5.564961
SW43,50.160070,-5.571641
SW44,50.249829,-5.578355
NR44,55.631489,-6.052860
NR45,55.721115,-6.062153
NR46,55.810738,-6.071498
NR47,55.900360,-6.080896
NR48,55.989979,-6.090348
NR49,56.079596,-6.099853
NM40,56.169210,-6.109413
NM41,56.258822,-6.119027
NM42,56.348431,-6.128696
NM43,56.438039,-6.138421
NM44,56.527643,-6.148203
NM45,56.617246,-6.158040
NM46,56.706846,-6.167934
NM47,56.796443,-6.177886
NM48,56.886038,-6.187896
NM49,56.975631,-6.197964
NG40,57.065221,-6.208090
NG41,57.154808,-6.218276
NG42,57.244394,-6.228522
NG43,57.333976,-6.238827
NG44,57.423557,-6.249194
NG45,57.513134,-6.259621
NG46,57.602710,-6.270110
NG47,57.692283,-6.280662
NG49,57.871421,-6.301953
NB40,57.960986,-6.312694
NB41,58.050548,-6.323500
NB42,58.140109,-6.334370
NB43,58.229666,-6.345305
NB44,58.319221,-6.356306
NB45,58.408774,-6.367374
NB46,58.498323,-6.378509
SW52,50.074513,-5.425481
SW53,50.164288,-5.431901
SW54,50.254061,-5.438354
NR50,55.278033,-5.859178
NR51,55.367685,-5.867911
NR56,55.815913,-5.912319
NR57,55.905552,-5.921352
NR58,55.995188,-5.930437
NR59,56.084822,-5.939573
NM51,56.264084,-5.958002
NM52,56.353711,-5.967296
NM53,56.443336,-5.976644
NM54,56.532959,-5.986045
NM55,56.622579,-5.995500
NM56,56.712197,-6.005011
NM57,56.801813,-6.014576
NM59,56.981037,-6.033874
NG50,57.070646,-6.043607
NG51,57.160252,-6.053398
NG52,57.249856,-6.063246
NG53,57.339457,-6.073151
NG54,57.429056,-6.083115
NG55,57.518653,-6.093138
NG56,57.608247,-6.103220
NB52,58.145762,-6.164986
NB53,58.235339,-6.175497
NB54,58.324914,-6.186072
NB55,58.414486,-6.196710
NB56,58.504056,-6.207413
SW61,49.988761,-5.279840
SW62,50.078551,-5.285969
SW63,50.168338,-5.292129
SW64,50.258124,-5.298320
SW65,50.347908,-5.304542
SM62,51.873929,-5.415338
NR60,55.282903,-5.702099
NR61,55.372572,-5.710478
NR62,55.462238,-5.718905
NR63,55.551902,-5.727379
NR64,55.641564,-5.735901
NR65,55.731224,-5.744471
NR67,55.910537,-5.761757
NR68,56.000190,-5.770474
NR69,56.089841,-5.779241
NM60,56.179490,-5.788057
NM61,56.269137,-5.796925
NM62,56.358781,-5.805843
NM63,56.448423,-5.814812
NM64,56.538063,-5.823833
NM65,56.627701,-5.832906
NM66,56.717336,-5.842032
NM67,56.806969,-5.851210
NM68,56.896600,-5.860442
NM69,56.986229,-5.869728
NG60,57.075855,-5.879068
NG61,57.165479,-5.888462
NG62,57.255101,-5.897912
NG63,57.344720,-5.907417
NG64,57.434337,-5.916978
NG65,57.523952,-5.926596
NG66,57.613565,-5.936271
HW63,59.136616,-6.109921
SW71,49.992619,-5.140556
SW72,50.082421,-5.146426
SW73,50.172221,-5.152325
SW74,50.262019,-5.158254
SW75,50.351815,-5.164214
SW76,50.441609,-5.170203
SM70,51.698525,-5.257354
SM71,51.788291,-5.263823
SM72,51.878054,-5.270326
SM73,51.967815,-5.276863
NR70,55.287571,-5.544973
NR71,55.377256,-5.552999
NR72,55.466938,-5.561069
NR73,55.556618,-5.569186
NR74,55.646295,-5.577348
NR75,55.735971,-5.585556
NR76,55.825645,-5.593811
NR77,55.915316,-5.602113
NR78,56.004985,-5.610462
NR79,56.094652,-5.618858
NM70,56.184317,-5.627303
NM71,56.273980,-5.635796
NM72,56.363641,-5.644338
NM73,56.453300,-5.652928
NM74,56.542956,-5.661569
NM75,56.632610,-5.670259
NM76,56.722262,-5.679000
NM77,56.811912,-5.687791
NM78,56.901560,-5.696633
NM79,56.991205,-5.705527
NG70,57.080849,-5.714473
NG71,57.170490,-5.723471
NG72,57.260129,-5.732522
NG73,57.349765,-5.741627
NG74,57.439400,-5.750785
NG75,57.529032,-5.759997
NG76,57.618662,-5.769263
NG77,57.708290,-5.778585
NG78,57.797915,-5.787962
NG79,57.887538,-5.797395
SW81,49.996310,-5.001243
SW82,50.086123,-5.006853
SW83,50.175935,-5.012492
SW84,50.265745,-5.018159
SW85,50.355553,-5.023855
SW86,50.445359,-5.029580
SW87,50.535163,-5.035334
SR89,51.612667,-5.106729
SM80,51.702446,-5.112880
SM81,51.792224,-5.119063
SM82,51.882000,-5.125279
SM83,51.971774,-5.131527
SM84,52.061546,-5.137808
NR82,55.471434,-5.403188
NR83,55.561129,-5.410947
NR84,55.650822,-5.418749
NR85,55.740513,-5.426595
NR86,55.830201,-5.434486
NR87,55.919888,-5.442421
NR88,56.009573,-5.450402
NR89,56.099255,-5.458428
NM80,56.188936,-5.466500
NM81,56.278614,-5.474619
NM82,56.368291,-5.482784
NM83,56.457965,-5.490996
NM84,56.547637,-5.499255
NM85,56.637307,-5.507562
NM86,56.726975,-5.515917
NM87,56.816641,-5.524321
NM88,56.906305,-5.532773
NM89,56.995967,-5.541275
NG80,57.085626,-5.549826
NG81,57.175284,-5.558428
NG82,57.264939,-5.567080
NG83,57.354592,-5.575783
NG84,57.444243,-5.584537
NG85,57.533892,-5.593343
NG86,57.623539,-5.602201
NG87,57.713183,-5.611112
NG88,57.802826,-5.620075
NG89,57.892466,-5.629092
HW83,59.147199,-5.761202
SW93,50.179481,-4.872630
SW94,50.269302,-4.878035
SW95,50.359122,-4.883467
SW96,50.448939,-4.888927
SW97,50.538755,-4.894415
SW98,50.628568,-4.899931
SR99,51.616398,-4.962508
SM90,51.706190,-4.968375
SM91,51.795979,-4.974272
SM92,51.885767,-4.980200
SM93,51.975553,-4.986159
SM94,52.065337,-4.992150
NW95,54.847707,-5.194608
NW96,54.937430,-5.201725
NW97,55.027151,-5.208880
NR92,55.475727,-5.245264
NR93,55.565436,-5.252664
NR94,55.655143,-5.260105
NR95,55.744849,-5.267589
NR96,55.834552,-5.275115
NR97,55.924253,-5.282684
NR98,56.013953,-5.290296
NR99,56.103650,-5.297952
NM90,56.193345,-5.305651
NM91,56.283039,-5.313395
NM92,56.372730,-5.321183
NM93,56.462419,-5.329015
NM94,56.552107,-5.336893
NM95,56.641792,-5.344817
NM96,56.731475,-5.352786
NM97,56.821156,-5.360801
NM98,56.910835,-5.368864
NM99,57.000513,-5.376973
NG90,57.090188,-5.385129
NG91,57.179861,-5.393334
NG92,57.269532,-5.401586
NG93,57.359201,-5.409888
NG94,57.448867,-5.418238
NG95,57.538532,-5.426637
NG96,57.628195,-5.435086
NG97,57.717856,-5.443586
NG98,57.807514,-5.452135
NG99,57.897171,-5.460736
NB90,57.986825,-5.469389
NB91,58.076477,-5.478093
SX03,50.182859,-4.732740
SX04,50.272691,-4.737883
SX05,50.362521,-4.743052
SX06,50.452349,-4.748247
SX07,50.542176,-4.753468
SX08,50.632000,-4.758716
SX09,50.721823,-4.763991
SS09,51.619952,-4.818256
SN00,51.709755,-4.823838
SN01,51.799557,-4.829450
SN02,51.889356,-4.835090
SN03,51.979153,-4.840760
SN04,52.068949,-4.846460
NX03,54.672224,-5.025668
NX04,54.761964,-5.032365
NX05,54.851702,-5.039098
NX06,54.941438,-5.045869
NX07,55.031173,-5.052678
NX08,55.120905,-5.059525
NX09,55.210636,-5.066410
NS00,55.300365,-5.073334
NS02,55.479816,-5.087298
NS03,55.569539,-5.094339
NS04,55.659260,-5.101420
NS05,55.748979,-5.108541
NS06,55.838697,-5.115702
NS07,55.928412,-5.122904
NS08,56.018125,-5.130148
NS09,56.107836,-5.137432
NN00,56.197546,-5.144758
NN01,56.287253,-5.152126
NN02,56.376959,-5.159537
NN03,56.466663,-5.166990
NN04,56.556364,-5.174486
NN05,56.646064,-5.182025
NN06,56.735762,-5.189608
NN07,56.825457,-5.197236
NN08,56.915151,-5.204907
NN09,57.004843,-5.212623
NH00,57.094533,-5.220385
NH01,57.184221,-5.228192
NH02,57.273907,-5.236044
NH03,57.363591,-5.243943
NH04,57.453273,-5.251889
NH05,57.542953,-5.259881
NH06,57.632631,-5.267921
NH07,57.722307,-5.276009
NH08,57.811980,-5.284145
NH09,57.901652,-5.292329
NC00,57.991322,-5.300562
NC01,58.080990,-5.308845
NC02,58.170656,-5.317177
NC03,58.260320,-5.325560
SX14,50.275911,-4.597705
SX15,50.365751,-4.602610
SX16,50.455589,-4.607540
SX17,50.545426,-4.612495
SX18,50.635261,-4.617475
SX19,50.725094,-4.622481
SS10,50.814926,-4.627512
SS11,50.904755,-4.632569
SS14,51.174234,-4.647897
SS19,51.623330,-4.673976
SN10,51.713143,-4.679273
SN11,51.802956,-4.684598
SN12,51.892766,-4.689951
SN13,51.982574,-4.695331
SN14,52.072381,-4.700740
SN15,52.162186,-4.706178
SH12,52.790771,-4.745050
SH13,52.880561,-4.750722
SH18,53.329488,-4.779538
SC16,54.047676,-4.827286
SC17,54.137441,-4.833401
NX13,54.675995,-4.870806
NX14,54.765748,-4.877161
NX15,54.855499,-4.883551
NX16,54.945248,-4.889977
NX17,55.034995,-4.896438
NX18,55.124740,-4.902936
NX19,55.214483,-4.909470
NS10,55.304225,-4.916040
NS14,55.663172,-4.942694
NS15,55.752904,-4.949452
NS16,55.842635,-4.956249
NS17,55.932363,-4.963084
NS18,56.022090,-4.969957
NS19,56.111814,-4.976870
NN10,56.201537,-4.983823
NN11,56.291258,-4.990815
NN12,56.380977,-4.997848
NN13,56.470695,-5.004921
NN14,56.560410,-5.012035
NN15,56.650123,-5.019190
NN16,56.739835,-5.026387
NN17,56.829544,-5.033625
NN18,56.919252,-5.040906
NN19,57.008958,-5.048229
NH10,57.098662,-5.055595
NH11,57.188364,-5.063004
NH12,57.278064,-5.070456
NH13,57.367762,-5.077953
NH14,57.457459,-5.085493
NH15,57.547153,-5.093078
NH16,57.636845,-5.100709
NH17,57.726536,-5.108384
NH18,57.816224,-5.116105
NH19,57.905911,-5.123872
NC10,57.995596,-5.131686
NC11,58.085278,-5.139547
NC12,58.174959,-5.147455
NC13,58.264638,-5.155410
NC14,58.354315,-5.163414
NC15,58.443990,-5.171465
NC16,58.533663,-5.179566
SX25,50.368811,-4.462144
SX26,50.458660,-4.466808
SX27,50.548506,-4.471496
SX28,50.638351,-4.476208
SX29,50.728194,-4.480945
SS20,50.818035,-4.485705
SS21,50.907875,-4.490490
SS22,50.997713,-4.495299
SN20,51.716354,-4.534680
SN21,51.806176,-4.539719
SN22,51.895997,-4.544783
SN23,51.985816,-4.549874
SN24,52.075633,-4.554992
SN25,52.165448,-4.560137
SH22,52.794108,-4.596918
SH23,52.883909,-4.602284
SH24,52.973709,-4.607680
SH27,53.243097,-4.624039
SH28,53.332890,-4.629550
SH29,53.422681,-4.635092
SC26,54.051168,-4.674729
SC27,54.140945,-4.680516
SC28,54.230720,-4.686334
NX24,54.769333,-4.721921
NX25,54.859096,-4.727968
NX26,54.948857,-4.734048
NX27,55.038616,-4.740162
NX28,55.128373,-4.746310
NX29,55.218128,-4.752493
NS20,55.307882,-4.758710
NS21,55.397634,-4.764962
NS23,55.577132,-4.777572
NS24,55.666879,-4.783931
NS25,55.756623,-4.790325
NS26,55.846366,-4.796756
NS27,55.936107,-4.803224
NS28,56.025846,-4.809728
NS29,56.115584,-4.816269
NN20,56.205319,-4.822848
NN21,56.295053,-4.829465
NN22,56.384785,-4.836119
NN23,56.474515,-4.842812
NN24,56.564243,-4.849544
NN25,56.653970,-4.856314
NN26,56.743694,-4.863124
NN27,56.833417,-4.869973
NN28,56.923138,-4.876862
NN29,57.012857,-4.883792
NH20,57.102574,-4.890761
NH21,57.192290,-4.897772
NH22,57.282003,-4.904824
NH23,57.371715,-4.911918
NH24,57.461425,-4.919053
NH25,57.551133,-4.926230
NH26,57.640839,-4.933450
NH27,57.730543,-4.940713
NH28,57.820246,-4.948020
NH29,57.909946,-4.955370
NC20,57.999645,-4.962763
NC21,58.089342,-4.970202
NC22,58.179037,-4.977684
NC23,58.268730,-4.985212
NC24,58.358421,-4.992786
NC25,58.448110,-5.000405
NC26,58.537798,-5.008071
NC27,58.627483,-5.015783
SX35,50.371702,-4.321653
SX36,50.461560,-4.326052
SX37,50.551415,-4.330474
SX38,50.641270,-4.334917
SX39,50.731122,-4.339384
SS30,50.820972,-4.343874
SS31,50.910821,-4.348386
SS32,51.000669,-4.352922
SS38,51.539717,-4.380632
SS39,51.629553,-4.385334
SN30,51.719386,-4.390061
SN31,51.809218,-4.394813
SN32,51.899049,-4.399589
SN33,51.988878,-4.404391
SN34,52.078705,-4.409217
SN35,52.168530,-4.414069
SN36,52.258354,-4.418947
SH32,52.797260,-4.448757
SH33,52.887071,-4.453818
SH34,52.976881,-4.458906
SH36,53.156496,-4.469164
SH37,53.246301,-4.474335
SH38,53.336104,-4.479533
SH39,53.425905,-4.484759
SC36,54.054467,-4.522141
SC37,54.144255,-4.527599
SC38,54.234041,-4.533086
SC39,54.323825,-4.538603
NX30,54.413608,-4.544151
NX33,54.682945,-4.560978
NX34,54.772720,-4.566649
NX35,54.862494,-4.572351
NX36,54.952266,-4.578086
NX37,55.042037,-4.583852
NX38,55.131805,-4.589650
NX39,55.221572,-4.595481
NS30,55.311337,-4.601345
NS31,55.401101,-4.607242
NS32,55.490862,-4.613171
NS33,55.580622,-4.619134
NS34,55.670380,-4.625131
NS35,55.760136,-4.631162
NS36,55.849891,-4.637227
NS37,55.939644,-4.643327
NS38,56.029395,-4.649461
NS39,56.119144,-4.655631
NN30,56.208892,-4.661835
NN31,56.298638,-4.668076
NN32,56.388382,-4.674352
NN33,56.478124,-4.680664
NN34,56.567865,-4.687013
NN35,56.657603,-4.693398
NN36,56.747340,-4.699821
NN37,56.837075,-4.706281
NN38,56.926809,-4.712778
NN39,57.016540,-4.719314
NH30,57.106270,-4.725887
NH31,57.195998,-4.732499
NH32,57.285725,-4.739150
NH33,57.375449,-4.745841
NH34,57.465172,-4.752570
NH35,57.554893,-4.759340
NH36,57.644612,-4.766150
NH37,57.734329,-4.773000
NH38,57.824045,-4.779891
NH39,57.913758,-4.786823
NC30,58.003470,-4.793796
NC31,58.093180,-4.800812
NC32,58.182889,-4.807869
NC33,58.272595,-4.814969
NC34,58.362300,-4.822112
NC35,58.452003,-4.829299
NC36,58.541704,-4.836529
NC37,58.631403,-4.843802
SX44,50.284556,-4.177029
SX45,50.374424,-4.181141
SX46,50.464290,-4.185274
SX47,50.554154,-4.189428
SX48,50.644017,-4.193604
SX49,50.733878,-4.197801
SS40,50.823737,-4.202019
SS41,50.913595,-4.206259
SS42,51.003451,-4.210521
SS43,51.093306,-4.214805
SS44,51.183159,-4.219111
SS48,51.542554,-4.236558
SS49,51.632398,-4.240976
SN40,51.722241,-4.245418
SN41,51.812082,-4.249882
SN42,51.901922,-4.254370
SN43,51.991760,-4.258882
SN44,52.081596,-4.263417
SN45,52.171431,-4.267976
SN46,52.261264,-4.272559
SH43,52.890048,-4.305325
SH44,52.979868,-4.310106
SH45,53.069686,-4.314912
SH46,53.159502,-4.319745
SH47,53.249316,-4.324603
SH48,53.339129,-4.329487
SH49,53.428941,-4.334398
SC47,54.147371,-4.374652
SC48,54.237167,-4.379807
SC49,54.326961,-4.384992
NX40,54.416754,-4.390204
NX43,54.686123,-4.406016
NX44,54.775909,-4.411345
NX45,54.865693,-4.416703
NX46,54.955476,-4.422091
NX47,55.045257,-4.427510
NX48,55.135036,-4.432958
NX49,55.224814,-4.438437
NS40,55.314590,-4.443947
NS41,55.404364,-4.449488
NS42,55.494136,-4.455060
NS43,55.583907,-4.460663
NS44,55.673676,-4.466298
NS45,55.763444,-4.471965
NS46,55.853209,-4.477664
NS47,55.942973,-4.483395
NS48,56.032736,-4.489160
NS49,56.122496,-4.494957
NN40,56.212255,-4.500787
NN41,56.302012,-4.506651
NN42,56.391768,-4.512548
NN43,56.481521,-4.518480
NN44,56.571274,-4.524445
NN45,56.661024,-4.530446
NN46,56.750772,-4.536481
NN47,56.840519,-4.542551
NN48,56.930264,-4.548656
NN49,57.020008,-4.554797
NH40,57.109750,-4.560975
NH41,57.199490,-4.567188
NH42,57.289228,-4.573438
NH43,57.378964,-4.579724
NH44,57.468699,-4.586048
NH45,57.558432,-4.592409
NH46,57.648163,-4.598808
NH47,57.737893,-4.605245
NH48,57.827621,-4.611720
NH49,57.917347,-4.618234
NC40,58.007071,-4.624787
NC41,58.096794,-4.631380
NC42,58.186515,-4.638011
NC43,58.276234,-4.644683
NC44,58.365951,-4.651396
NC45,58.455667,-4.658149
NC46,58.545381,-4.664942
SX54,50.287100,-4.036760
SX55,50.376976,-4.040607
SX56,50.466850,-4.044475
SX57,50.556722,-4.048362
SX58,50.646593,-4.052269
SX59,50.736462,-4.056196
SS50,50.826330,-4.060143
SS51,50.916196,-4.064110
SS52,51.006061,-4.068098
SS53,51.095923,-4.072106
SS54,51.185785,-4.076135
SS58,51.545213,-4.092461
SS59,51.635066,-4.096595
SN50,51.724918,-4.100751
SN51,51.814768,-4.104929
SN52,51.904616,-4.109128
SN53,51.994462,-4.113349
SN54,52.084307,-4.117593
SN55,52.174151,-4.121859
SN56,52.263993,-4.126147
SN57,52.353833,-4.130458
SN58,52.443671,-4.134791
SN59,52.533508,-4.139148
SH50,52.623343,-4.143528
SH51,52.713177,-4.147930
SH52,52.803009,-4.152357
SH53,52.892839,-4.156806
SH54,52.982668,-4.161280
SH55,53.072495,-4.165778
SH56,53.162320,-4.170299
SH57,53.252144,-4.174845
SH58,53.341966,-4.179415
NX54,54.778898,-4.256011
NX55,54.868693,-4.261025
NX56,54.958485,-4.266067
NX57,55.048276,-4.271137
NX58,55.138066,-4.276235
NX59,55.227853,-4.281362
NS50,55.317639,-4.286518
NS51,55.407424,-4.291702
NS52,55.497206,-4.296916
NS53,55.586987,-4.302160
NS54,55.676767,-4.307432
NS55,55.766545,-4.312735
NS56,55.856321,-4.318068
NS57,55.946095,-4.323431
NS58,56.035868,-4.328825
NS59,56.125639,-4.334250
NN50,56.215409,-4.339705
NN51,56.305177,-4.345192
NN52,56.394943,-4.350711
NN53,56.484707,-4.356261
NN54,56.574470,-4.361844
NN55,56.664231,-4.367458
NN56,56.753991,-4.373106
NN57,56.843749,-4.378786
NN58,56.933505,-4.384499
NN59,57.023259,-4.390245
NH50,57.113012,-4.396026
NH51,57.202763,-4.401840
NH52,57.292513,-4.407688
NH53,57.382260,-4.413571
NH54,57.472007,-4.419488
NH55,57.561751,-4.425441
NH56,57.651494,-4.431429
NH57,57.741235,-4.437452
NH58,57.830974,-4.443511
NH59,57.920712,-4.449607
NC50,58.010448,-4.455739
NC51,58.100182,-4.461908
NC52,58.189915,-4.468114
NC53,58.279646,-4.474357
NC54,58.369375,-4.480638
NC55,58.459103,-4.486957
NC56,58.548829,-4.493315
SX63,50.199589,-3.892906
SX64,50.289474,-3.896471
SX65,50.379358,-3.900054
SX66,50.469239,-3.903656
SX67,50.559119,-3.907276
SX68,50.648998,-3.910914
SX69,50.738875,-3.914571
SS60,50.828750,-3.918247
SS61,50.918624,-3.921941
SS62,51.008496,-3.925655
SS63,51.098367,-3.929388
SS64,51.188236,-3.933139
SS65,51.278103,-3.936911
SS68,51.547696,-3.948342
SS69,51.637557,-3.952192
SN60,51.727416,-3.956063
SN61,51.817274,-3.959953
SN62,51.907131,-3.963864
SN63,51.996985,-3.967795
SN64,52.086838,-3.971747
SN65,52.176690,-3.975719
SN66,52.266540,-3.979712
SN67,52.356388,-3.983727
SN68,52.446235,-3.987763
SN69,52.536080,-3.991820
SH60,52.625924,-3.995898
SH61,52.715765,-3.999998
SH62,52.805606,-4.004120
SH63,52.895445,-4.008264
SH64,52.985282,-4.012430
SH65,53.075117,-4.016619
SH66,53.164951,-4.020829
SH67,53.254784,-4.025063
SH68,53.344614,-4.029319
NX64,54.781689,-4.100650
NX65,54.871493,-4.105319
NX66,54.961295,-4.110014
NX67,55.051095,-4.114736
NX68,55.140894,-4.119484
NX69,55.230691,-4.124258
NS60,55.320486,-4.129060
NS61,55.410280,-4.133888
NS62,55.500072,-4.138744
NS63,55.589863,-4.143627
NS64,55.679652,-4.148537
NS65,55.769440,-4.153475
NS66,55.859225,-4.158442
NS67,55.949010,-4.163436
NS68,56.038792,-4.168460
NS69,56.128573,-4.173511
NN60,56.218353,-4.178592
NN61,56.308130,-4.183702
NN62,56.397907,-4.188842
NN63,56.487681,-4.194010
NN64,56.577454,-4.199209
NN65,56.667225,-4.204438
NN66,56.756995,-4.209697
NN67,56.846763,-4.214987
NN68,56.936529,-4.220308
NN69,57.026294,-4.225660
NH60,57.116058,-4.231043
NH61,57.205819,-4.236457
NH62,57.295579,-4.241904
NH63,57.385337,-4.247383
NH64,57.475094,-4.252894
NH65,57.564849,-4.258437
NH66,57.654603,-4.264014
NH67,57.744354,-4.269623
NH68,57.834105,-4.275266
NH69,57.923853,-4.280943
NC60,58.013600,-4.286654
NC61,58.103345,-4.292399
NC62,58.193089,-4.298179
NC63,58.282831,-4.303993
NC64,58.372571,-4.309843
NC65,58.462310,-4.315728
NC66,58.552047,-4.321649
HX62,59.090436,-4.357942
SX73,50.201788,-3.752863
SX74,50.291680,-3.756165
SX75,50.381570,-3.759483
SX76,50.471459,-3.762819
SX77,50.561346,-3.766171
SX78,50.651231,-3.769541
SX79,50.741115,-3.772927
SS70,50.830998,-3.776332
SS71,50.920879,-3.779753
SS72,51.010758,-3.783192
SS73,51.100636,-3.786649
SS74,51.190512,-3.790124
SS75,51.280387,-3.793617
SS77,51.460132,-3.800657
SS78,51.550002,-3.804204
SS79,51.639870,-3.807770
SN70,51.729737,-3.811354
SN71,51.819602,-3.814957
SN72,51.909466,-3.818579
SN73,51.999328,-3.822219
SN74,52.089189,-3.825879
SN75,52.179048,-3.829558
SN76,52.268906,-3.833257
SN77,52.358762,-3.836975
SN78,52.448616,-3.840712
SN79,52.538469,-3.844470
SH70,52.628320,-3.848247
SH71,52.718170,-3.852044
SH72,52.808018,-3.855862
SH73,52.897864,-3.859700
SH74,52.987709,-3.863558
SH75,53.077553,-3.867437
SH76,53.167395,-3.871337
SH77,53.257235,-3.875257
SH78,53.347074,-3.879199
NX74,54.784281,-3.945262
NX75,54.874093,-3.949587
NX76,54.963904,-3.953936
NX77,55.053713,-3.958309
NX78,55.143520,-3.962706
NX79,55.233326,-3.967128
NS70,55.323130,-3.971575
NS71,55.412933,-3.976047
NS72,55.502734,-3.980544
NS73,55.592534,-3.985066
NS74,55.682332,-3.989614
NS75,55.772128,-3.994188
NS76,55.861923,-3.998787
NS77,55.951716,-4.003413
NS78,56.041508,-4.008065
NS79,56.131298,-4.012744
NN70,56.221087,-4.017450
NN71,56.310874,-4.022183
NN72,56.400659,-4.026943
NN73,56.490443,-4.031730
NN74,56.580225,-4.036545
NN75,56.670006,-4.041388
NN76,56.759785,-4.046259
NN77,56.849563,-4.051158
NN78,56.939339,-4.056086
NN79,57.029113,-4.061043
NH70,57.118886,-4.066028
NH71,57.208657,-4.071043
NH72,57.298427,-4.076088
NH73,57.388195,-4.081162
NH74,57.477962,-4.086266
NH75,57.567727,-4.091400
NH76,57.657490,-4.096565
NH77,57.747252,-4.101761
NH78,57.837012,-4.106987
NH79,57.926771,-4.112245
NC70,58.016528,-4.117534
NC71,58.106283,-4.122856
NC72,58.196037,-4.128209
NC73,58.285789,-4.133594
NC74,58.375540,-4.139012
NC75,58.465289,-4.144463
NC76,58.555037,-4.149946
SX83,50.203817,-3.612803
SX84,50.293715,-3.615841
SX85,50.383612,-3.618895
SX86,50.473507,-3.621964
SX87,50.563401,-3.625049
SX88,50.653293,-3.628150
SX89,50.743184,-3.631266
SS80,50.833073,-3.634399
SS81,50.922961,-3.637548
SS82,51.012847,-3.640712
SS83,51.102731,-3.643893
SS84,51.192614,-3.647091
SS87,51.462254,-3.656783
SS88,51.552130,-3.660047
SS89,51.642006,-3.663328
SN80,51.731880,-3.666627
SN81,51.821752,-3.669942
SN82,51.911622,-3.673275
SN83,52.001492,-3.676625
SN84,52.091359,-3.679993
SN85,52.181225,-3.683379
SN86,52.271090,-3.686782
SN87,52.360953,-3.690203
SN88,52.450814,-3.693643
